Time,Dist,Curv,PathX,PathY,Speed,PathHeading,LatGap,YawDev,LongAcc,LatAcc,SideSlip,Vx,Vy,YawVel,SlipAngleFront,SlipAngleRear,LatForceFront,LatForceRear,LongForceFront,LongForceRear,VertForceFront,VertForceRear,Steer,Throttle,Brake,Gear,Clutch
sec,m,1/m,m,m,m/s,rad,m,deg,g,g,deg,m/s,m/s,rad/s,deg,deg,N,N,N,N,N,N,deg,%,N,#,0-1
14.4,258.0561,0.0,-141.4156,87.9314,21.1548,2.9119,-1,-1,-1,-1,-0.0187,21.1511,-0.3962,-0.6129,-0.5733,-0.5733,-5960.6641,-3356.7793,0.0,0.0,3697.6824,3418.6185,-0.6283,0.0,0.0,0,0
14.45,259.101,0.0,-142.4201,88.2192,20.8979,2.8804,-1,-1,-1,-1,-0.0178,20.8946,-0.3727,-0.6289,-0.5722,-0.5722,-5956.0164,-3740.887,0.0,0.0,3694.7992,3411.8666,-0.6283,0.0,0.0,0,0
14.5,260.133,0.0,-143.4028,88.5344,20.6412,2.8486,-1,-1,-1,-1,-0.0173,20.6381,-0.3576,-0.6369,-0.5716,-0.5716,-5951.4316,-3979.9868,0.0,0.0,3691.9551,3405.206,-0.6283,0.0,0.0,0,0
14.55,261.1651,0.0,-144.3923,88.8279,20.6415,2.8322,-1,-1,-1,-1,0.021,20.637,0.433,-0.3278,0.0572,0.0572,5946.9073,-4118.4871,0.0,0.0,3689.1484,3398.6333,0.0,0.0,0.0,0,0
14.6,262.1962,0.0,-145.3777,89.1312,20.6211,2.824,-1,-1,-1,-1,0.019,20.6173,0.3924,-0.1645,-0.0004,-0.0004,-138.1277,-5051.8171,0.0,0.0,3689.1517,3398.641,0.0,0.0,0.0,0,0
14.65,263.2135,0.0,-146.3399,89.4617,20.3467,2.8159,-1,-1,-1,-1,-0.0052,20.3465,-0.1048,-0.1609,-0.637,-0.637,-5946.5548,-4324.655,0.0,0.0,3688.9298,3398.1213,-0.6283,0.0,0.0,0,0
14.7,264.2177,0.0,-147.2805,89.8133,20.0839,2.8031,-1,-1,-1,-1,-0.0193,20.0802,-0.3872,-0.2573,-0.6129,-0.6129,-5941.7861,-1304.3025,0.0,0.0,3685.9715,3391.1935,-0.6283,0.0,0.0,0,0
14.75,265.2089,0.0,-148.2001,90.1832,19.8243,2.7831,-1,-1,-1,-1,-0.0239,19.8186,-0.4734,-0.3995,-0.5925,-0.5925,-5937.2778,83.8961,0.0,0.0,3683.1748,3384.644,-0.6283,0.0,0.0,0,0
14.8,266.1873,0.0,-149.0975,90.573,19.5687,2.7581,-1,-1,-1,-1,-0.0263,19.562,-0.5141,-0.4998,-0.5784,-0.5784,-5932.8802,-1182.0738,0.0,0.0,3680.4468,3378.2554,-0.6283,0.0,0.0,0,0
14.85,267.1532,0.0,-149.9716,90.9839,19.3165,2.7297,-1,-1,-1,-1,-0.0275,19.3092,-0.5308,-0.5685,-0.5691,-0.5691,-5928.6088,-2129.2754,0.0,0.0,3677.797,3372.0501,-0.6283,0.0,0.0,0,0
14.9,268.1065,0.0,-150.8212,91.4163,19.0666,2.6989,-1,-1,-1,-1,-0.0281,19.0591,-0.5352,-0.6154,-0.5629,-0.5629,-5924.447,-2785.8594,0.0,0.0,3675.2153,3366.0041,-0.6283,0.0,0.0,0,0
14.95,269.0474,0.0,-151.6454,91.8702,18.8185,2.6665,-1,-1,-1,-1,-0.0284,18.8109,-0.5347,-0.6472,-0.5586,-0.5586,-5920.3778,-3238.1964,0.0,0.0,3672.6909,3360.0926,-0.6283,0.0,0.0,0,0
15.0,269.976,0.0,-152.4432,92.3454,18.5716,2.6331,-1,-1,-1,-1,-0.0288,18.5639,-0.5342,-0.6687,-0.5555,-0.5555,-5916.3888,-3545.7778,0.0,0.0,3670.2164,3354.2975,-0.6283,0.0,0.0,0,0
15.05,270.8923,0.0,-153.2137,92.8414,18.3258,2.5989,-1,-1,-1,-1,-0.0293,18.318,-0.5363,-0.6834,-0.5531,-0.5531,-5912.4723,-3749.6273,0.0,0.0,3667.7868,3348.6078,-0.6283,0.0,0.0,0,0
15.1,271.7964,0.0,-153.956,93.3573,18.0811,2.5643,-1,-1,-1,-1,-0.03,18.0729,-0.5424,-0.6938,-0.551,-0.551,-5908.6242,-3878.384,0.0,0.0,3665.3996,3343.0175,-0.6283,0.0,0.0,0,0
15.15,272.6882,0.0,-154.6696,93.8924,17.8373,2.5292,-1,-1,-1,-1,-0.031,17.8288,-0.5526,-0.7015,-0.5488,-0.5488,-5904.8431,-3952.5487,0.0,0.0,3663.054,3337.5245,-0.6283,0.0,0.0,0,0
15.2,273.568,0.0,-155.3536,94.4456,17.5948,2.4938,-1,-1,-1,-1,-0.0322,17.5856,-0.5668,-0.7081,-0.5466,-0.5466,-5901.1287,-3987.4091,0.0,0.0,3660.7498,3332.1284,-0.6283,0.0,0.0,0,0
15.25,274.4356,0.0,-156.0075,95.0159,17.3534,2.4581,-1,-1,-1,-1,-0.0337,17.3436,-0.584,-0.7143,-0.5442,-0.5442,-5897.4816,-3994.9428,0.0,0.0,3658.4873,3326.83,-0.6283,0.0,0.0,0,0
15.3,275.2913,0.0,-156.6308,95.6022,17.1133,2.422,-1,-1,-1,-1,-0.0353,17.1027,-0.6035,-0.7208,-0.5416,-0.5416,-5893.9024,-3984.8754,0.0,0.0,3656.267,3321.6303,-0.6283,0.0,0.0,0,0
15.35,276.135,0.0,-157.2229,96.2033,16.8747,2.3856,-1,-1,-1,-1,-0.037,16.8631,-0.6244,-0.7278,-0.5388,-0.5388,-5890.3916,-3965.078,0.0,0.0,3654.0891,3316.5301,-0.6283,0.0,0.0,0,0
15.4,276.9669,0.0,-157.7833,96.818,16.6374,2.3488,-1,-1,-1,-1,-0.0388,16.6249,-0.6461,-0.7355,-0.5357,-0.5357,-5886.9496,-3941.5688,0.0,0.0,3651.9538,3311.5296,-0.6283,0.0,0.0,0,0
15.45,277.787,0.0,-158.3117,97.4452,16.4017,2.3117,-1,-1,-1,-1,-0.0407,16.3881,-0.6682,-0.7439,-0.5325,-0.5325,-5883.5762,-3918.4382,0.0,0.0,3649.8612,3306.629,-0.6283,0.0,0.0,0,0
15.5,278.5954,0.0,-158.8076,98.0836,16.1675,2.274,-1,-1,-1,-1,-0.0427,16.1527,-0.6903,-0.753,-0.5292,-0.5292,-5880.2714,-3897.9456,0.0,0.0,3647.811,3301.8278,-0.6283,0.0,0.0,0,0
15.55,279.3921,0.0,-159.2708,98.7319,15.9348,2.2359,-1,-1,-1,-1,-0.0447,15.9189,-0.7126,-0.7625,-0.5257,-0.5257,-5877.0346,-3880.8644,0.0,0.0,3645.8031,3297.1257,-0.6283,0.0,0.0,0,0
15.6,280.1773,0.0,-159.7008,99.3888,15.7038,2.1973,-1,-1,-1,-1,-0.0468,15.6866,-0.7348,-0.7724,-0.522,-0.522,-5873.8656,-3866.9784,0.0,0.0,3643.8372,3292.5218,-0.6283,0.0,0.0,0,0
15.65,280.9638,0.0,-160.1047,100.0637,15.7307,2.1581,-1,-1,-1,-1,-0.0481,15.7125,-0.7571,-0.7826,-0.5183,-0.5183,-5870.7637,-3855.5776,0.0,3516.0899,3641.913,3288.0156,-0.6283,1.0,0.0,0,0
15.7,281.7519,0.0,-160.4818,100.7558,15.7619,2.1184,-1,-1,-1,-1,-0.0487,15.7433,-0.7671,-0.7943,-0.5162,-0.5162,-5871.1228,-3810.0817,0.0,3566.5509,3642.1358,3288.5373,-0.6283,1.0,0.0,0,0
15.75,282.5415,0.0,-160.8313,101.4637,15.7907,2.0782,-1,-1,-1,-1,-0.0487,15.772,-0.7695,-0.8048,-0.5148,-0.5148,-5871.5402,-3847.7902,0.0,3527.26,3642.3947,3289.1436,-0.6283,1.0,0.0,0,0
15.8,283.3322,0.0,-161.1524,102.1863,15.8142,2.0375,-1,-1,-1,-1,-0.0486,15.7956,-0.7675,-0.8129,-0.5141,-0.5141,-5871.9257,-3917.3079,0.0,3451.236,3642.6338,3289.7036,-0.6283,1.0,0.0,0,0
15.85,284.1238,0.0,-161.4443,102.9221,15.8318,1.9966,-1,-1,-1,-1,-0.0482,15.8133,-0.7635,-0.8187,-0.5137,-0.5137,-5872.2407,-3989.8137,0.0,3368.2788,3642.8292,3290.1613,-0.6283,1.0,0.0,0,0
15.9,284.9159,0.0,-161.706,103.6698,15.8438,1.9555,-1,-1,-1,-1,-0.0479,15.8256,-0.7587,-0.8224,-0.5136,-0.5136,-5872.4763,-4052.9041,0.0,3292.9555,3642.9753,3290.5035,-0.6283,1.0,0.0,0,0
15.95,285.7085,0.0,-161.9371,104.4279,15.8513,1.9142,-1,-1,-1,-1,-0.0476,15.8334,-0.7542,-0.8245,-0.5137,-0.5137,-5872.6382,-4102.5783,0.0,3231.4608,3643.0758,3290.7388,-0.6283,1.0,0.0,0,0
16.0,286.5013,0.0,-162.137,105.1951,15.8554,1.873,-1,-1,-1,-1,-0.0473,15.8376,-0.7504,-0.8254,-0.5139,-0.5139,-5872.7392,-4138.6881,0.0,3185.4637,3643.1384,3290.8854,-0.6283,1.0,0.0,0,0
16.05,287.2941,0.0,-162.3051,105.9699,15.8571,1.8317,-1,-1,-1,-1,-0.0472,15.8395,-0.7474,-0.8254,-0.5141,-0.5141,-5872.7939,-4162.7653,0.0,3154.1436,3643.1724,3290.9649,-0.6283,1.0,0.0,0,0
16.1,288.087,0.0,-162.4413,106.751,15.8573,1.7905,-1,-1,-1,-1,-0.047,15.8398,-0.7454,-0.825,-0.5142,-0.5142,-5872.8167,-4177.0062,0.0,3135.3477,3643.1866,3290.9981,-0.6283,1.0,0.0,0,0
16.15,288.8798,0.0,-162.5453,107.537,15.8569,1.7492,-1,-1,-1,-1,-0.0469,15.8394,-0.7442,-0.8244,-0.5144,-0.5144,-5872.8201,-4183.7717,0.0,3126.327,3643.1886,3291.0029,-0.6283,1.0,0.0,0,0
16.2,289.6727,0.0,-162.6168,108.3266,15.8562,1.708,-1,-1,-1,-1,-0.0469,15.8387,-0.7436,-0.8237,-0.5145,-0.5145,-5872.8137,-4185.3106,0.0,3124.2421,3643.1847,3290.9937,-0.6283,1.0,0.0,0,0
16.25,290.4772,0.0,-162.708,109.1259,16.0902,1.6823,-1,-1,-1,-1,0.002,16.0902,0.0321,-0.5146,0.1137,0.1137,5872.8047,-4183.5907,0.0,3126.5102,3643.1791,3290.9807,0.0,1.0,0.0,0,0
16.3,291.2863,0.0,-162.8152,109.9279,16.1833,1.6733,-1,-1,-1,-1,0.0305,16.1758,0.4932,-0.1808,0.0393,0.0393,5714.2579,-5069.0659,0.0,1287.8355,3645.1471,3295.5894,0.0,1.0,0.0,0,0
16.35,292.0999,0.0,-162.8936,110.7377,16.2717,1.6671,-1,-1,-1,-1,0.0001,16.2717,0.0013,-0.1227,-0.016,-0.016,-3723.3387,-5019.2335,0.0,1480.5346,3645.9376,3297.4405,0.0,1.0,0.0,0,0
16.4,292.927,0.0,-162.9806,111.5602,16.5411,1.6682,-1,-1,-1,-1,0.0081,16.5406,0.1335,0.0201,0.0097,0.0097,2533.8567,-2090.4031,0.0,3791.0,3646.6927,3299.2088,0.0,1.0,0.0,0,0
16.45,293.7675,0.0,-163.0538,112.3975,16.8101,1.6676,-1,-1,-1,-1,-0.0095,16.8094,-0.1596,-0.0116,-0.0096,-0.0096,-2529.4404,-1257.7822,0.0,3791.0,3649.02,3304.6591,0.0,1.0,0.0,0,0
16.5,294.6089,0.0,-163.154,113.2329,16.8284,1.6712,-1,-1,-1,-1,0.0189,16.8253,0.3179,0.0721,0.6387,0.6387,5886.0273,1646.5341,0.0,3791.0,3651.3817,3310.1898,0.6283,1.0,0.0,0,0
16.55,295.4513,0.0,-163.2721,114.067,16.848,1.6855,-1,-1,-1,-1,0.0259,16.8423,0.4369,0.2866,0.6039,0.6039,5886.2872,-2301.5284,0.0,3791.0,3651.5429,3310.5674,0.6283,1.0,0.0,0,0
16.6,296.3072,0.0,-163.363,114.9181,17.1187,1.6916,-1,-1,-1,-1,-0.0144,17.117,-0.2459,0.1223,-0.0479,-0.0479,-5866.1905,-181.7634,0.0,3791.0,3651.7171,3310.9753,0.0,1.0,0.0,0,0
16.65,297.1759,0.0,-163.471,115.7801,17.3736,1.6936,-1,-1,-1,-1,0.0019,17.3736,0.0327,0.0393,0.0051,0.0051,1462.6152,3788.0901,0.0,3654.4424,3654.1376,3316.6438,0.0,1.0,0.0,0,0
16.7,298.058,0.0,-163.5746,116.656,17.6417,1.693,-1,-1,-1,-1,-0.0045,17.6415,-0.0792,-0.0111,-0.0048,-0.0048,-1377.9609,312.3556,0.0,3791.0,3656.4518,3322.0632,0.0,1.0,0.0,0,0
16.75,298.9535,0.0,-163.6889,117.5442,17.9094,1.6934,-1,-1,-1,-1,0.0053,17.9091,0.0948,0.0081,0.0053,0.0053,1507.4346,743.3159,0.0,3791.0,3658.9224,3327.8489,0.0,1.0,0.0,0,0
16.8,299.8623,0.0,-163.7946,118.4468,18.1767,1.693,-1,-1,-1,-1,-0.0056,18.1764,-0.1025,-0.0084,-0.0059,-0.0059,-1653.3903,-950.7194,0.0,3791.0,3661.4273,3333.715,0.0,1.0,0.0,0,0
16.85,300.7845,0.0,-163.9127,119.3614,18.4438,1.6934,-1,-1,-1,-1,0.0058,18.4435,0.1064,0.0086,0.0062,0.0062,1743.7799,1012.9345,0.0,3791.0,3663.9669,3339.6622,0.0,1.0,0.0,0,0
16.9,301.72,0.0,-164.0214,120.2906,18.7105,1.693,-1,-1,-1,-1,-0.0057,18.7102,-0.107,-0.0086,-0.0064,-0.0064,-1777.2555,-1036.522,0.0,3791.0,3666.5411,3345.6907,0.0,1.0,0.0,0,0
16.95,302.6689,0.0,-164.1427,121.2317,18.977,1.6934,-1,-1,-1,-1,0.0055,18.9767,0.1048,0.0085,0.0063,0.0063,1762.2822,1028.8012,0.0,3791.0,3669.15,3351.8002,0.0,1.0,0.0,0,0
17.0,303.631,0.0,-164.255,122.1873,19.2431,1.693,-1,-1,-1,-1,-0.0052,19.2429,-0.1008,-0.0082,-0.0061,-0.0061,-1709.921,-996.7577,0.0,3791.0,3671.7932,3357.9902,0.0,1.0,0.0,0,0
17.05,304.5939,0.0,-164.3453,123.1459,19.2582,1.6841,-1,-1,-1,-1,-0.0194,19.2546,-0.3735,-0.1787,-0.6225,-0.6225,-5923.2468,947.5027,0.0,3791.0,3674.4707,3364.2605,-0.6283,1.0,0.0,0,0
17.1,305.5577,0.0,-164.4139,124.1073,19.2753,1.6663,-1,-1,-1,-1,-0.0242,19.2696,-0.4669,-0.3561,-0.5969,-0.5969,-5923.4934,1155.6364,0.0,3791.0,3674.6237,3364.6188,-0.6283,1.0,0.0,0,0
17.15,306.535,0.0,-164.5121,125.0796,19.5454,1.6581,-1,-1,-1,-1,0.0133,19.5437,0.2606,-0.1637,0.0481,0.0481,5902.4076,-636.5826,0.0,3791.0,3674.7965,3365.0234,0.0,1.0,0.0,0,0
17.2,307.5249,0.0,-164.5997,126.0657,19.7991,1.6553,-1,-1,-1,-1,0.0042,19.7989,0.0822,-0.0567,-0.0025,-0.0025,-749.3203,-3884.8993,0.0,3679.1269,3677.5574,3371.489,0.0,1.0,0.0,0,0
17.25,308.5281,0.0,-164.6845,127.0653,20.0638,1.6549,-1,-1,-1,-1,0.0004,20.0638,0.009,-0.0066,-0.0004,-0.0004,-139.1259,-1634.2797,0.0,3791.0,3680.1839,3377.6399,0.0,1.0,0.0,0,0
17.3,309.5445,0.0,-164.7699,128.0781,20.3287,1.6549,-1,-1,-1,-1,0.0,20.3287,0.0004,-0.0001,-0.0,-0.0,-5.7352,-202.0849,0.0,3791.0,3682.9623,3384.1463,0.0,1.0,0.0,0,0
17.35,310.5742,0.0,-164.8564,129.1041,20.5933,1.6549,-1,-1,-1,-1,-0.0,20.5933,-0.0003,-0.0,-0.0,-0.0,-4.5919,-6.5449,0.0,3791.0,3685.7784,3390.7414,0.0,1.0,0.0,0,0
17.4,311.6171,0.0,-164.9441,130.1433,20.8575,1.6549,-1,-1,-1,-1,0.0,20.8575,0.0003,0.0,0.0,0.0,4.4455,2.2871,0.0,3791.0,3688.6282,3397.415,0.0,1.0,0.0,0,0
17.45,312.6732,0.0,-165.0328,131.1956,21.1214,1.6549,-1,-1,-1,-1,-0.0,21.1214,-0.0003,-0.0,-0.0,-0.0,-4.4424,-2.3812,0.0,3791.0,3691.5113,3404.1668,0.0,1.0,0.0,0,0
17.5,313.7424,0.0,-165.1226,132.2611,21.385,1.6549,-1,-1,-1,-1,0.0,21.385,0.0003,0.0,0.0,0.0,4.3312,2.3197,0.0,3791.0,3694.4276,3410.9962,0.0,1.0,0.0,0,0
17.55,314.8122,0.0,-165.1875,133.3289,21.3955,1.6479,-1,-1,-1,-1,-0.0164,21.3926,-0.3519,-0.1399,-0.6283,-0.6283,-5960.1715,-2.2121,0.0,3791.0,3697.3769,3417.903,-0.6283,1.0,0.0,0,0
17.6,315.8826,0.0,-165.2299,134.3984,21.4074,1.6317,-1,-1,-1,-1,-0.0213,21.4026,-0.4551,-0.3249,-0.6034,-0.6034,-5960.3611,1357.9947,0.0,3791.0,3697.4945,3418.1784,-0.6283,1.0,0.0,0,0
17.65,316.9663,0.0,-165.3029,135.4798,21.6753,1.6243,-1,-1,-1,-1,0.0138,21.6732,0.2998,-0.1478,0.0409,0.0409,5822.4963,-243.4896,0.0,3791.0,3697.629,3418.4933,0.0,1.0,0.0,0,0
17.7,318.0492,0.0,-165.3613,136.561,21.6573,1.621,-1,-1,-1,-1,0.0038,21.6572,0.0827,-0.0658,-0.005,-0.005,-1435.2335,-3734.0532,0.0,0.0,3700.6667,3425.6072,0.0,0.0,0.0,0,0
17.75,319.1313,0.0,-165.4169,137.6418,21.6431,1.6205,-1,-1,-1,-1,0.0018,21.6431,0.038,-0.011,0.0001,0.0001,34.3428,-1622.4119,0.0,0.0,3700.462,3425.1277,0.0,0.0,0.0,0,0
17.8,320.2128,0.0,-165.4698,138.7219,21.6293,1.6203,-1,-1,-1,-1,-0.0006,21.6293,-0.0133,-0.0032,-0.0011,-0.0011,-335.7358,-530.6369,0.0,0.0,3700.3002,3424.749,0.0,0.0,0.0,0,0
17.85,321.2809,0.0,-165.4971,139.7897,21.3626,1.613,-1,-1,-1,-1,-0.0167,21.3597,-0.3558,-0.1462,-0.6275,-0.6275,-5964.6301,86.8468,0.0,0.0,3700.1427,3424.3802,-0.6283,0.0,0.0,0,0
17.9,322.3358,0.0,-165.5014,140.8446,21.0981,1.5965,-1,-1,-1,-1,-0.0216,21.0931,-0.4557,-0.3297,-0.6028,-0.6028,-5959.7649,1314.0259,0.0,0.0,3697.1246,3417.3122,-0.6283,0.0,0.0,0,0
17.95,323.3777,0.0,-165.4801,141.8863,20.8376,1.5735,-1,-1,-1,-1,-0.0232,20.8321,-0.4824,-0.4593,-0.5865,-0.5865,-5954.9984,-312.4824,0.0,0.0,3694.1677,3410.3877,-0.6283,0.0,0.0,0,0
18.0,324.4193,0.0,-165.4861,142.9279,20.8325,1.5622,-1,-1,-1,-1,0.0143,20.8304,0.2984,-0.2269,0.0516,0.0516,5945.2228,-1802.4012,0.0,0.0,3691.2932,3403.6561,0.0,0.0,0.0,0,0
18.05,325.4601,0.0,-165.4834,143.9687,20.8153,1.5579,-1,-1,-1,-1,0.0104,20.8142,0.2157,-0.0867,-0.0002,-0.0002,-74.2134,-4297.2275,0.0,0.0,3691.2369,3403.5241,0.0,0.0,0.0,0,0
18.1,326.5001,0.0,-165.4679,145.0086,20.8005,1.5562,-1,-1,-1,-1,-0.0004,20.8005,-0.0074,-0.033,-0.005,-0.005,-1423.039,-2869.3643,0.0,0.0,3691.0486,3403.0833,0.0,0.0,0.0,0,0
18.15,327.5269,0.0,-165.427,146.0345,20.5356,1.5483,-1,-1,-1,-1,-0.0173,20.5326,-0.3553,-0.1588,-0.6259,-0.6259,-5949.7092,-423.6406,0.0,0.0,3690.8866,3402.7038,-0.6283,0.0,0.0,0,0
18.2,328.5406,0.0,-165.3642,147.0462,20.2731,1.5314,-1,-1,-1,-1,-0.0225,20.2679,-0.4564,-0.3379,-0.601,-0.601,-5945.0629,1192.0158,0.0,0.0,3688.0043,3395.9538,-0.6283,0.0,0.0,0,0
18.25,329.5413,0.0,-165.2769,148.0432,20.0148,1.5082,-1,-1,-1,-1,-0.0248,20.0087,-0.497,-0.4628,-0.5843,-0.5843,-5940.516,-441.3908,0.0,0.0,3685.1836,3389.3484,-0.6283,0.0,0.0,0,0
18.3,330.5418,0.0,-165.2162,149.0418,20.0102,1.4967,-1,-1,-1,-1,0.0134,20.0084,0.2689,-0.2313,0.0547,0.0547,5935.7526,-1787.1869,0.0,0.0,3682.4453,3382.9358,0.0,0.0,0.0,0,0
18.35,331.5288,0.0,-165.1237,150.0245,19.7395,1.4852,-1,-1,-1,-1,-0.0083,19.7388,-0.1636,-0.2285,-0.6268,-0.6268,-5936.023,-4292.0357,0.0,0.0,3682.3964,3382.8212,-0.6283,0.0,0.0,0,0
18.4,332.5028,0.0,-165.0048,150.9911,19.4791,1.4697,-1,-1,-1,-1,-0.0212,19.4748,-0.4127,-0.3114,-0.6051,-0.6051,-5931.4574,-1704.1752,0.0,0.0,3679.5642,3376.1885,-0.6283,0.0,0.0,0,0
18.45,333.4777,0.0,-164.8608,151.9554,19.4988,1.448,-1,-1,-1,-1,-0.0255,19.4924,-0.4965,-0.4338,-0.5865,-0.5865,-5927.1245,-507.9293,0.0,3791.0,3676.8762,3369.8938,-0.6283,1.0,0.0,0,0
18.5,334.4538,0.0,-164.6897,152.9163,19.5216,1.4217,-1,-1,-1,-1,-0.0271,19.5144,-0.5299,-0.5249,-0.5741,-0.5741,-5927.4492,-1455.1074,0.0,3791.0,3677.0777,3370.3656,-0.6283,1.0,0.0,0,0
18.55,335.4173,0.0,-164.4924,153.8594,19.2703,1.3923,-1,-1,-1,-1,-0.0278,19.2628,-0.5358,-0.5879,-0.5665,-0.5665,-5927.8278,-2300.3838,0.0,0.0,3677.3125,3370.9156,-0.6283,0.0,0.0,0,0
18.6,336.3683,0.0,-164.2681,154.7837,19.021,1.3609,-1,-1,-1,-1,-0.0281,19.0135,-0.5348,-0.6293,-0.5611,-0.5611,-5923.6902,-2952.2118,0.0,0.0,3674.7458,3364.9047,-0.6283,0.0,0.0,0,0
18.65,337.307,0.0,-164.0167,155.688,18.7732,1.328,-1,-1,-1,-1,-0.0283,18.7657,-0.5321,-0.6567,-0.5575,-0.5575,-5919.6405,-3369.6884,0.0,0.0,3672.2336,3359.0215,-0.6283,0.0,0.0,0,0
18.7,338.2333,0.0,-163.7384,156.5716,18.5266,1.2943,-1,-1,-1,-1,-0.0287,18.519,-0.5311,-0.675,-0.5548,-0.5548,-5915.6671,-3643.1911,0.0,0.0,3669.7687,3353.2491,-0.6283,0.0,0.0,0,0
18.75,339.1474,0.0,-163.4335,157.4333,18.281,1.2599,-1,-1,-1,-1,-0.0292,18.2732,-0.5339,-0.6874,-0.5527,-0.5527,-5911.7638,-3818.6223,0.0,0.0,3667.3473,3347.5786,-0.6283,0.0,0.0,0,0
18.8,340.0492,0.0,-163.1026,158.2722,18.0364,1.2251,-1,-1,-1,-1,-0.03,18.0282,-0.5412,-0.6962,-0.5506,-0.5506,-5907.9277,-3924.6783,0.0,0.0,3664.9675,3342.0056,-0.6283,0.0,0.0,0,0
18.85,340.9388,0.0,-162.7464,159.0874,17.7928,1.1899,-1,-1,-1,-1,-0.0311,17.7842,-0.5528,-0.703,-0.5485,-0.5485,-5904.1579,-3981.0819,0.0,0.0,3662.629,3336.5291,-0.6283,0.0,0.0,0,0
18.9,341.8164,0.0,-162.3657,159.8781,17.5504,1.1545,-1,-1,-1,-1,-0.0324,17.5412,-0.5683,-0.7091,-0.5463,-0.5463,-5900.455,-4002.4115,0.0,0.0,3660.3319,3331.1496,-0.6283,0.0,0.0,0,0
18.95,342.6944,0.0,-161.956,160.6546,17.5604,1.1187,-1,-1,-1,-1,-0.0334,17.5506,-0.5866,-0.7151,-0.5439,-0.5439,-5896.8195,-4000.1302,0.0,3443.5237,3658.0766,3325.8682,-0.6283,1.0,0.0,0,0
19.0,343.5731,0.0,-161.5178,161.4163,17.575,1.0826,-1,-1,-1,-1,-0.0339,17.5649,-0.5958,-0.7227,-0.5424,-0.5424,-5896.9691,-3952.7269,0.0,3498.355,3658.1694,3326.0855,-0.6283,1.0,0.0,0,0
19.05,344.4526,0.0,-161.0516,162.162,17.5892,1.0461,-1,-1,-1,-1,-0.034,17.579,-0.5985,-0.73,-0.5414,-0.5414,-5897.1861,-3960.7694,0.0,3490.0038,3658.304,3326.4008,-0.6283,1.0,0.0,0,0
19.1,345.3326,0.0,-160.558,162.8906,17.6005,1.0093,-1,-1,-1,-1,-0.0339,17.5904,-0.597,-0.7361,-0.5408,-0.5408,-5897.3989,-3999.0457,0.0,3446.8295,3658.436,3326.7099,-0.6283,1.0,0.0,0,0
19.15,346.213,0.0,-160.0377,163.6008,17.6076,0.9723,-1,-1,-1,-1,-0.0337,17.5976,-0.5933,-0.7406,-0.5405,-0.5405,-5897.567,-4047.7181,0.0,3390.1432,3658.5403,3326.9541,-0.6283,1.0,0.0,0,0
19.2,347.0935,0.0,-159.4915,164.2915,17.6106,0.9351,-1,-1,-1,-1,-0.0334,17.6008,-0.5888,-0.7435,-0.5404,-0.5404,-5897.6739,-4094.7448,0.0,3333.5809,3658.6067,3327.1095,-0.6283,1.0,0.0,0,0
19.25,347.974,0.0,-158.9202,164.9614,17.61,0.8978,-1,-1,-1,-1,-0.0332,17.6003,-0.5846,-0.7451,-0.5405,-0.5405,-5897.7187,-4134.1267,0.0,3284.7803,3658.6344,3327.1744,-0.6283,1.0,0.0,0,0
19.3,348.8547,0.0,-158.364,165.6443,17.6141,0.876,-1,-1,-1,-1,0.0112,17.6129,0.1977,-0.4359,0.0877,0.0877,5897.709,-4163.6893,0.0,0.0,3658.6284,3327.1604,0.0,0.0,0.0,0,0
19.35,349.7405,0.0,-157.8128,166.3376,17.7145,0.869,-1,-1,-1,-1,0.0301,17.7065,0.5327,-0.14,0.0208,0.0208,4402.7114,-5072.9862,0.0,1465.2098,3658.6661,3327.2486,0.0,1.0,0.0,0,0
19.4,350.6325,0.0,-157.233,167.0155,17.8407,0.8639,-1,-1,-1,-1,-0.0007,17.8407,-0.0126,-0.1027,-0.0199,-0.0199,-4284.8729,-4883.8697,0.0,2016.5586,3659.5999,3329.4355,0.0,1.0,0.0,0,0
19.45,351.5254,0.0,-156.6323,167.6762,17.859,0.8544,-1,-1,-1,-1,-0.0213,17.8549,-0.3811,-0.1907,-0.6202,-0.6202,-5901.1794,-1528.2665,0.0,3791.0,3660.7813,3332.2021,-0.6283,1.0,0.0,0,0
19.5,352.4194,0.0,-156.0155,168.3233,17.8791,0.836,-1,-1,-1,-1,-0.0267,17.8727,-0.4767,-0.3668,-0.5932,-0.5932,-5901.4566,1132.3341,0.0,3791.0,3660.9532,3332.6047,-0.6283,1.0,0.0,0,0
19.55,353.3008,0.0,-155.3894,168.9436,17.6275,0.812,-1,-1,-1,-1,-0.0313,17.6188,-0.5522,-0.4806,-0.5752,-0.5752,-5901.7608,-750.8915,0.0,0.0,3661.1419,3333.0467,-0.6283,0.0,0.0,0,0
19.6,354.1698,0.0,-154.7531,169.5355,17.3804,0.7839,-1,-1,-1,-1,-0.0347,17.3699,-0.6025,-0.5622,-0.5618,-0.5618,-5897.9706,-1718.6666,0.0,0.0,3658.7907,3327.5405,-0.6283,0.0,0.0,0,0
19.65,355.0266,0.0,-154.1065,170.0977,17.1369,0.7528,-1,-1,-1,-1,-0.0371,17.1251,-0.6356,-0.622,-0.5519,-0.5519,-5894.2998,-2373.7782,0.0,0.0,3656.5135,3322.2077,-0.6283,0.0,0.0,0,0
