Time,Dist,Curv,PathX,PathY,Speed,PathHeading,LatGap,YawDev,LongAcc,LatAcc,SideSlip,Vx,Vy,YawVel,SlipAngleFront,SlipAngleRear,LatForceFront,LatForceRear,LongForceFront,LongForceRear,VertForceFront,VertForceRear,Steer,Throttle,Brake,Gear,Clutch
sec,m,1/m,m,m,m/s,rad,m,deg,g,g,deg,m/s,m/s,rad/s,deg,deg,N,N,N,N,N,N,deg,%,N,#,0-1
0.0,0.4999,0.0,1.541,0.7441,9.9971,1.57,-1,-1,-1,-1,0.0,9.9971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.3223,3197.6424,0.0,0.0,0.0,0,0
0.05,0.9996,0.0,1.5414,1.2438,9.9941,1.57,-1,-1,-1,-1,0.0,9.9941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.3068,3197.6062,0.0,0.0,0.0,0,0
0.1,1.4991,0.0,1.5418,1.7434,9.9912,1.57,-1,-1,-1,-1,0.0,9.9912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.2913,3197.57,0.0,0.0,0.0,0,0
0.15,1.9985,0.0,1.5422,2.2428,9.9882,1.57,-1,-1,-1,-1,0.0,9.9882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.2759,3197.5338,0.0,0.0,0.0,0,0
0.2,2.4978,0.0,1.5426,2.7421,9.9853,1.57,-1,-1,-1,-1,0.0,9.9853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.2604,3197.4976,0.0,0.0,0.0,0,0
0.25,2.9969,0.0,1.543,3.2412,9.9824,1.57,-1,-1,-1,-1,0.0,9.9824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.245,3197.4615,0.0,0.0,0.0,0,0
0.3,3.4959,0.0,1.5434,3.7402,9.9795,1.57,-1,-1,-1,-1,0.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.2296,3197.4254,0.0,0.0,0.0,0,0
0.35,4.0085,0.0,1.5438,4.2528,10.2532,1.57,-1,-1,-1,-1,0.0,10.2532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3603.2142,3197.3894,0.0,1.0,0.0,0,0
0.4,4.5349,0.0,1.5442,4.7792,10.5269,1.57,-1,-1,-1,-1,0.0,10.5269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3604.6723,3200.804,0.0,1.0,0.0,0,0
0.45,5.0749,0.0,1.5446,5.3192,10.8003,1.57,-1,-1,-1,-1,0.0,10.8003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3606.169,3204.3089,0.0,1.0,0.0,0,0
0.5,5.6286,0.0,1.5451,5.8729,11.0736,1.57,-1,-1,-1,-1,0.0,11.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3607.7041,3207.904,0.0,1.0,0.0,0,0
0.55,6.1959,0.0,1.5455,6.4402,11.3467,1.57,-1,-1,-1,-1,0.0,11.3467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3609.2776,3211.5888,0.0,1.0,0.0,0,0
0.6,6.7647,0.0,1.567,7.0085,11.3751,1.5632,-1,-1,-1,-1,-0.0302,11.3699,-0.3437,-0.1367,-0.6283,-0.6283,-5820.7536,0.0,0.0,3791.0,3610.8893,3215.3633,-0.6283,1.0,0.0,0,0
0.65,7.3349,0.0,1.6035,7.5776,11.4041,1.5457,-1,-1,-1,-1,-0.0389,11.3954,-0.4435,-0.3489,-0.5826,-0.5826,-5821.0273,2276.8256,0.0,3791.0,3611.0591,3215.761,-0.6283,1.0,0.0,0,0
0.7,7.9072,0.0,1.6645,8.1466,11.4465,1.5235,-1,-1,-1,-1,-0.0594,11.4263,-0.6796,-0.4443,-0.55,-0.55,-5821.3071,-1248.0647,0.0,3791.0,3611.2327,3216.1674,-0.6283,1.0,0.0,0,0
0.75,8.4929,0.0,1.699,8.7313,11.7143,1.509,-1,-1,-1,-1,0.0027,11.7143,0.0321,-0.2902,0.1093,0.1093,5821.7186,451.375,0.0,3791.0,3611.488,3216.7652,0.0,1.0,0.0,0,0
0.8,9.086,0.0,1.7232,9.324,11.8622,1.5098,-1,-1,-1,-1,0.0202,11.8598,0.2398,0.0157,0.0293,0.0293,5196.5977,-4679.4484,0.0,2055.6855,3613.1207,3220.5887,0.0,1.0,0.0,0,0
0.85,9.6929,0.0,1.7767,9.9284,12.1368,1.5091,-1,-1,-1,-1,-0.0265,12.1326,-0.3219,-0.0145,-0.0219,-0.0219,-4518.4721,-3049.5272,0.0,3791.0,3614.0387,3222.7386,0.0,1.0,0.0,0,0
0.9,10.3123,0.0,1.798,10.5475,12.3886,1.5096,-1,-1,-1,-1,0.0268,12.3842,0.3325,0.0101,0.0281,0.0281,5108.6169,3735.0475,0.0,3503.3379,3615.7734,3226.801,0.0,1.0,0.0,0,0
0.95,10.9315,0.0,1.8507,11.1644,12.3832,1.5095,-1,-1,-1,-1,-0.024,12.3796,-0.2967,-0.0005,-0.6562,-0.6562,-5831.2472,-3815.5787,0.0,3424.5043,3617.399,3230.6079,-0.6283,1.0,0.0,0,0
1.0,11.5511,0.0,1.9153,11.7807,12.3929,1.4966,-1,-1,-1,-1,-0.0302,12.3873,-0.3738,-0.2586,-0.6043,-0.6043,-5831.1897,3656.3342,0.0,3593.8462,3617.3633,3230.5244,-0.6283,1.0,0.0,0,0
1.05,12.1725,0.0,2.0016,12.396,12.4271,1.477,-1,-1,-1,-1,-0.0457,12.4141,-0.5677,-0.3912,-0.5712,-0.5712,-5831.292,-132.9356,0.0,3791.0,3617.4268,3230.6729,-0.6283,1.0,0.0,0,0
1.1,12.7958,0.0,2.1099,13.0098,12.4658,1.4509,-1,-1,-1,-1,-0.0547,12.4472,-0.6811,-0.5228,-0.5421,-0.5421,-5831.6519,-161.3078,0.0,3791.0,3617.6501,3231.1959,-0.6283,1.0,0.0,0,0
1.15,13.4326,0.0,2.1974,13.6406,12.7372,1.4356,-1,-1,-1,-1,-0.0027,12.7371,-0.0342,-0.3062,0.1086,0.1086,5832.0609,-1427.5416,0.0,3791.0,3617.9038,3231.79,0.0,1.0,0.0,0,0
1.2,14.0793,0.0,2.2727,14.2829,12.934,1.4354,-1,-1,-1,-1,0.0187,12.9317,0.2423,-0.0031,0.0338,0.0338,5470.04,-4353.544,0.0,2724.0488,3619.7041,3236.006,0.0,1.0,0.0,0,0
1.25,14.7272,0.0,2.3776,14.9223,12.9573,1.4336,-1,-1,-1,-1,-0.0255,12.953,-0.3304,-0.0359,-0.6467,-0.6467,-5837.1068,-3151.052,0.0,3791.0,3621.034,3239.1204,-0.6283,1.0,0.0,0,0
1.3,15.3624,0.0,2.4933,15.5469,12.7046,1.4193,-1,-1,-1,-1,-0.0317,12.6983,-0.403,-0.286,-0.5992,-0.5992,-5837.3624,3409.6089,0.0,0.0,3621.1926,3239.4918,-0.6283,0.0,0.0,0,0
1.35,15.9856,0.0,2.6289,16.1551,12.4629,1.3987,-1,-1,-1,-1,-0.0473,12.4489,-0.5892,-0.4125,-0.5675,-0.5675,-5834.6118,-317.7511,0.0,0.0,3619.4862,3235.4958,-0.6283,0.0,0.0,0,0
1.4,16.6084,0.0,2.7393,16.7681,12.4567,1.3871,-1,-1,-1,-1,0.0055,12.4565,0.0691,-0.2322,0.0899,0.0899,5832.0299,-331.6407,0.0,0.0,3617.8846,3231.745,0.0,0.0,0.0,0,0
1.45,17.231,0.0,2.8425,17.3821,12.4527,1.3887,-1,-1,-1,-1,0.0155,12.4512,0.1935,0.0312,0.0186,0.0186,4089.7761,-4366.8685,0.0,0.0,3617.8442,3231.6504,0.0,0.0,0.0,0,0
1.5,17.8535,0.0,2.9698,17.9914,12.4502,1.3879,-1,-1,-1,-1,-0.023,12.4469,-0.286,-0.0162,-0.0188,-0.0188,-4121.5077,-2180.6567,0.0,0.0,3617.8176,3231.5881,0.0,0.0,0.0,0,0
1.55,18.4759,0.0,3.0668,18.6062,12.4467,1.3885,-1,-1,-1,-1,0.0258,12.4426,0.3211,0.0119,0.0247,0.0247,4811.4094,3368.2452,0.0,0.0,3617.8014,3231.5501,0.0,0.0,0.0,0,0
1.6,19.1109,0.0,3.1982,19.2275,12.7013,1.3879,-1,-1,-1,-1,-0.0255,12.6972,-0.3235,-0.0114,-0.027,-0.027,-5027.6145,-3702.8717,0.0,3548.1093,3617.7786,3231.4969,0.0,1.0,0.0,0,0
1.65,19.7464,0.0,3.3414,19.8466,12.7096,1.3744,-1,-1,-1,-1,-0.0309,12.7035,-0.3921,-0.2704,-0.6017,-0.6017,-5834.5759,3682.3326,0.0,3578.4142,3619.464,3235.4437,-0.6283,1.0,0.0,0,0
1.7,20.3836,0.0,3.5062,20.4621,12.7433,1.3542,-1,-1,-1,-1,-0.045,12.7304,-0.5734,-0.4036,-0.57,-0.57,-5834.6647,-116.6104,0.0,3791.0,3619.5191,3235.5727,-0.6283,1.0,0.0,0,0
1.75,21.0227,0.0,3.6931,21.0733,12.7821,1.3278,-1,-1,-1,-1,-0.0538,12.7636,-0.688,-0.5285,-0.5425,-0.5425,-5835.0297,-369.2631,0.0,3791.0,3619.7455,3236.1029,-0.6283,1.0,0.0,0,0
1.8,21.6754,0.0,3.8614,21.7039,13.0537,1.3122,-1,-1,-1,-1,-0.0022,13.0537,-0.0281,-0.3121,0.107,0.107,5835.4498,-1416.291,0.0,3791.0,3620.0061,3236.7132,0.0,1.0,0.0,0,0
1.85,22.3378,0.0,4.0189,22.3473,13.2486,1.3117,-1,-1,-1,-1,0.0191,13.2462,0.2528,-0.0092,0.0331,0.0331,5436.9247,-4378.26,0.0,2699.3927,3621.8531,3241.0385,0.0,1.0,0.0,0,0
1.9,23.0138,0.0,4.2059,22.9969,13.5204,1.3108,-1,-1,-1,-1,-0.0203,13.5176,-0.2746,-0.0183,-0.0182,-0.0182,-4040.4864,-3269.0989,0.0,3791.0,3623.202,3244.1977,0.0,1.0,0.0,0,0
1.95,23.7034,0.0,4.3686,23.6671,13.7923,1.3114,-1,-1,-1,-1,0.0212,13.7892,0.2926,0.0121,0.0221,0.0221,4539.3391,3062.2612,0.0,3791.0,3625.1173,3248.6828,0.0,1.0,0.0,0,0
2.0,24.4066,0.0,4.5633,24.3428,14.0634,1.3107,-1,-1,-1,-1,-0.0204,14.0605,-0.2869,-0.013,-0.0224,-0.0224,-4574.1962,-3250.4798,0.0,3791.0,3627.0721,3253.2607,0.0,1.0,0.0,0,0
2.05,25.1109,0.0,4.7719,25.0155,14.0861,1.298,-1,-1,-1,-1,-0.0279,14.0806,-0.3933,-0.2548,-0.6067,-0.6067,-5850.0448,3149.5609,0.0,3791.0,3629.06,3257.9161,-0.6283,1.0,0.0,0,0
2.1,25.8167,0.0,5.0013,25.6829,14.1158,1.2779,-1,-1,-1,-1,-0.0383,14.1055,-0.5399,-0.4011,-0.577,-0.577,-5850.3154,267.0541,0.0,3791.0,3629.2279,3258.3093,-0.6283,1.0,0.0,0,0
2.15,26.5361,0.0,5.2106,26.3712,14.3876,1.2676,-1,-1,-1,-1,0.008,14.3871,0.1144,-0.2059,0.0749,0.0749,5850.6711,-761.9316,0.0,3791.0,3629.4486,3258.8261,0.0,1.0,0.0,0,0
2.2,27.2666,0.0,5.4207,27.0709,14.6104,1.2681,-1,-1,-1,-1,0.011,14.6095,0.1607,0.0093,0.0106,0.0106,2718.7777,-4114.6462,0.0,3145.665,3631.4879,3263.6018,0.0,1.0,0.0,0,0
2.25,28.0107,0.0,5.6526,27.7779,14.8814,1.2674,-1,-1,-1,-1,-0.0136,14.88,-0.2023,-0.0139,-0.0118,-0.0118,-2972.7006,-1906.3819,0.0,3791.0,3633.1883,3267.5839,0.0,1.0,0.0,0,0
2.3,28.7683,0.0,5.8675,28.5043,15.1521,1.2681,-1,-1,-1,-1,0.0151,15.1503,0.2284,0.0139,0.0148,0.0148,3515.6733,2242.9906,0.0,3791.0,3635.2921,3272.5106,0.0,1.0,0.0,0,0
2.35,29.5269,0.0,6.1098,29.2232,15.172,1.266,-1,-1,-1,-1,-0.0203,15.1689,-0.3083,-0.0422,-0.6446,-0.6446,-5863.5404,-2464.2499,0.0,3791.0,3637.432,3277.5219,-0.6283,1.0,0.0,0,0
2.4,30.2865,0.0,6.3674,29.9379,15.1937,1.2524,-1,-1,-1,-1,-0.0275,15.1879,-0.4177,-0.2729,-0.6044,-0.6044,-5863.7973,2805.4228,0.0,3791.0,3637.5914,3277.8951,-0.6283,1.0,0.0,0,0
2.45,31.0476,0.0,6.6461,30.6461,15.2216,1.2315,-1,-1,-1,-1,-0.0355,15.212,-0.541,-0.4178,-0.5776,-0.5776,-5864.076,216.7896,0.0,3791.0,3637.7642,3278.2999,-0.6283,1.0,0.0,0,0
2.5,31.8223,0.0,6.9056,31.376,15.4937,1.2208,-1,-1,-1,-1,0.0085,15.4932,0.1311,-0.214,0.071,0.071,5864.4361,-1010.7977,0.0,3791.0,3637.9877,3278.8231,0.0,1.0,0.0,0,0
2.55,32.6083,0.0,7.1669,32.1173,15.7197,1.2205,-1,-1,-1,-1,0.0113,15.7187,0.1777,-0.0061,0.0094,0.0094,2476.0128,-4108.8506,0.0,3206.064,3640.1879,3283.9758,0.0,1.0,0.0,0,0
2.6,33.4078,0.0,7.4503,32.8649,15.9891,1.2198,-1,-1,-1,-1,-0.0113,15.9881,-0.18,-0.0139,-0.0108,-0.0108,-2772.1907,-2193.0578,0.0,3791.0,3642.0448,3288.3243,0.0,1.0,0.0,0,0
2.65,34.2207,0.0,7.7202,33.6317,16.2586,1.2204,-1,-1,-1,-1,0.012,16.2574,0.1945,0.0128,0.0124,0.0124,3082.6125,1894.5095,0.0,3791.0,3644.2934,3293.5901,0.0,1.0,0.0,0,0
2.7,35.0471,0.0,8.0136,34.4042,16.5277,1.2198,-1,-1,-1,-1,-0.0119,16.5265,-0.1972,-0.0128,-0.013,-0.013,-3196.3788,-2026.7754,0.0,3791.0,3646.5807,3298.9467,0.0,1.0,0.0,0,0
2.75,35.8869,0.0,8.2927,35.1963,16.7964,1.2204,-1,-1,-1,-1,0.0116,16.7953,0.194,0.0126,0.0129,0.0129,3188.5855,2026.4517,0.0,3791.0,3648.9029,3304.3849,0.0,1.0,0.0,0,0
2.8,36.7401,0.0,8.5949,35.9942,17.0649,1.2198,-1,-1,-1,-1,-0.011,17.0638,-0.1876,-0.0124,-0.0125,-0.0125,-3111.4851,-1971.6706,0.0,3791.0,3651.2603,3309.9055,0.0,1.0,0.0,0,0
2.85,37.5943,0.0,8.9152,36.7861,17.0838,1.2091,-1,-1,-1,-1,-0.0227,17.0794,-0.387,-0.2133,-0.6164,-0.6164,-5889.6887,1888.313,0.0,3791.0,3653.6531,3315.5089,-0.6283,1.0,0.0,0,0
2.9,38.462,0.0,9.2124,37.6013,17.3539,1.2053,-1,-1,-1,-1,0.0159,17.3517,0.2757,-0.0765,0.0388,0.0388,5708.6933,874.8998,0.0,3791.0,3653.8232,3315.9074,0.0,1.0,0.0,0,0
2.95,39.343,0.0,9.5338,38.4215,17.6188,1.2035,-1,-1,-1,-1,-0.0062,17.6185,-0.1095,-0.036,-0.0102,-0.0102,-2645.5179,-3541.4817,0.0,3791.0,3656.2713,3321.6404,0.0,1.0,0.0,0,0
3.0,40.2373,0.0,9.8479,39.2589,17.8868,1.204,-1,-1,-1,-1,0.008,17.8863,0.1433,0.0103,0.0089,0.0089,2358.9535,670.2346,0.0,3791.0,3658.7103,3327.3523,0.0,1.0,0.0,0,0
3.05,41.145,0.0,10.1804,40.1035,18.1542,1.2035,-1,-1,-1,-1,-0.0077,18.1536,-0.14,-0.0105,-0.0088,-0.0088,-2335.9607,-1420.1067,0.0,3791.0,3661.2152,3333.2183,0.0,1.0,0.0,0,0
3.1,42.0661,0.0,10.5044,40.9657,18.4212,1.204,-1,-1,-1,-1,0.0073,18.4207,0.1349,0.0102,0.0085,0.0085,2270.0846,1364.6175,0.0,3791.0,3663.7515,3339.1578,0.0,1.0,0.0,0,0
3.15,43.0005,0.0,10.8459,41.8355,18.688,1.2035,-1,-1,-1,-1,-0.0069,18.6875,-0.1281,-0.0098,-0.008,-0.008,-2173.2215,-1301.558,0.0,3791.0,3666.3225,3345.1787,0.0,1.0,0.0,0,0
3.2,43.9482,0.0,11.1802,42.7223,18.9544,1.204,-1,-1,-1,-1,0.0064,18.9541,0.1205,0.0094,0.0075,0.0075,2056.9539,1224.5293,0.0,3791.0,3668.9281,3351.2806,0.0,1.0,0.0,0,0
3.25,44.9092,0.0,11.5305,43.6172,19.2206,1.2035,-1,-1,-1,-1,-0.0058,19.2203,-0.1124,-0.0089,-0.007,-0.007,-1929.3089,-1140.8929,0.0,3791.0,3671.5682,3357.4633,0.0,1.0,0.0,0,0
3.3,45.8835,0.0,11.8751,44.5285,19.4864,1.2039,-1,-1,-1,-1,0.0053,19.4862,0.1041,0.0083,0.0064,0.0064,1795.42,1054.2588,0.0,3791.0,3674.2426,3363.7264,0.0,1.0,0.0,0,0
3.35,46.8573,0.0,12.2292,45.4356,19.4753,1.2035,-1,-1,-1,-1,-0.0049,19.475,-0.0957,-0.0078,-0.0059,-0.0059,-1658.6851,-967.0203,0.0,0.0,3676.9513,3370.0696,0.0,0.0,0.0,0,0
3.4,47.8305,0.0,12.5741,46.3457,19.4641,1.2039,-1,-1,-1,-1,0.0046,19.4639,0.0895,0.0074,0.0054,0.0054,1540.8336,892.388,0.0,0.0,3676.8367,3369.8014,0.0,0.0,0.0,0,0
3.45,48.8032,0.0,12.9273,47.2519,19.453,1.2036,-1,-1,-1,-1,-0.0044,19.4528,-0.0848,-0.0071,-0.0051,-0.0051,-1452.9695,-836.771,0.0,0.0,3676.7225,3369.5338,0.0,0.0,0.0,0,0
3.5,49.7753,0.0,13.2722,48.1608,19.4419,1.2039,-1,-1,-1,-1,0.0042,19.4417,0.0812,0.0068,0.0048,0.0048,1385.7313,794.7431,0.0,0.0,3676.6085,3369.2668,0.0,0.0,0.0,0,0
3.55,50.7468,0.0,13.6247,49.0661,19.4308,1.2036,-1,-1,-1,-1,-0.004,19.4306,-0.0784,-0.0066,-0.0046,-0.0046,-1333.3247,-762.2365,0.0,0.0,3676.4947,3369.0004,0.0,0.0,0.0,0,0
3.6,51.7178,0.0,13.9694,49.9738,19.4197,1.2039,-1,-1,-1,-1,0.0039,19.4196,0.0761,0.0065,0.0045,0.0045,1291.9866,736.75,0.0,0.0,3676.3811,3368.7344,0.0,0.0,0.0,0,0
3.65,52.6882,0.0,14.3213,50.8782,19.4086,1.2036,-1,-1,-1,-1,-0.0038,19.4085,-0.0744,-0.0063,-0.0044,-0.0044,-1259.1494,-716.5972,0.0,0.0,3676.2678,3368.4689,0.0,0.0,0.0,0,0
3.7,53.6581,0.0,14.6658,51.7849,19.3976,1.2039,-1,-1,-1,-1,0.0038,19.3974,0.0729,0.0062,0.0043,0.0043,1232.9943,700.6008,0.0,0.0,3676.1546,3368.2039,0.0,0.0,0.0,0,0
3.75,54.6274,0.0,15.0172,52.6883,19.3865,1.2036,-1,-1,-1,-1,-0.0037,19.3864,-0.0718,-0.0062,-0.0042,-0.0042,-1212.1929,-687.9108,0.0,0.0,3676.0416,3367.9393,0.0,0.0,0.0,0,0
3.8,55.5962,0.0,15.3614,53.5938,19.3755,1.2039,-1,-1,-1,-1,0.0037,19.3754,0.0709,0.0061,0.0041,0.0041,1195.7492,677.8964,0.0,0.0,3675.9289,3367.6752,0.0,0.0,0.0,0,0
3.85,56.5519,0.0,15.6795,54.495,19.1136,1.2123,-1,-1,-1,-1,0.0192,19.1101,0.366,0.1675,0.6243,0.6243,5925.4158,-670.0782,0.0,0.0,3675.8163,3367.4116,0.6283,0.0,0.0,0,0
3.9,57.4946,0.0,15.9729,55.3909,18.8541,1.2297,-1,-1,-1,-1,0.0246,18.8484,0.4643,0.348,0.5978,0.5978,5921.1392,-1250.8918,0.0,0.0,3673.1632,3361.1986,0.6283,0.0,0.0,0,0
3.95,58.4246,0.0,16.2383,56.2822,18.5996,1.2531,-1,-1,-1,-1,0.0283,18.5922,0.5259,0.4688,0.5798,0.5798,5916.9584,549.4888,0.0,0.0,3670.5698,3355.1251,0.6283,0.0,0.0,0,0
4.0,59.342,0.0,16.4736,57.169,18.3493,1.2806,-1,-1,-1,-1,0.0308,18.3406,0.565,0.5507,0.5675,0.5675,5912.9136,1722.6018,0.0,0.0,3668.0605,3349.2489,0.6283,0.0,0.0,0,0
4.05,60.2594,0.0,16.7323,58.0491,18.3473,1.2956,-1,-1,-1,-1,-0.0105,18.3463,-0.1933,0.2983,-0.0695,-0.0695,-5908.9899,2439.3947,0.0,0.0,3665.6265,3343.5487,0.0,0.0,0.0,0,0
4.1,61.1762,0.0,16.9944,58.9277,18.3365,1.299,-1,-1,-1,-1,-0.0182,18.3335,-0.3334,0.0693,-0.0105,-0.0105,-2709.7124,4538.3959,0.0,0.0,3665.6069,3343.5028,0.0,0.0,0.0,0,0
4.15,62.0924,0.0,17.2332,59.8122,18.3228,1.3011,-1,-1,-1,-1,0.006,18.3225,0.1102,0.0417,0.0133,0.0133,3258.9063,3688.4095,0.0,0.0,3665.5029,3343.2593,0.0,0.0,0.0,0,0
4.2,62.9955,0.0,17.4467,60.6897,18.0633,1.3111,-1,-1,-1,-1,0.021,18.0593,0.38,0.1991,0.6194,0.6194,5908.5769,-560.9502,0.0,0.0,3665.3703,3342.9488,0.6283,0.0,0.0,0,0
4.25,63.8859,0.0,17.6362,61.5597,17.8066,1.3296,-1,-1,-1,-1,0.0268,17.8002,0.4774,0.3702,0.593,0.593,5904.5707,-979.2912,0.0,0.0,3662.8851,3337.1288,0.6283,0.0,0.0,0,0
4.3,64.7759,0.0,17.8522,62.4231,17.8011,1.3382,-1,-1,-1,-1,-0.0126,17.7997,-0.2243,0.1724,-0.0537,-0.0537,-5899.8625,801.6354,0.0,0.0,3660.461,3331.4521,0.0,0.0,0.0,0,0
4.35,65.6653,0.0,18.0596,63.288,17.7886,1.3403,-1,-1,-1,-1,-0.0048,17.7884,-0.0859,0.0415,0.0001,0.0001,24.4157,3973.3685,0.0,0.0,3660.4097,3331.3319,0.0,0.0,0.0,0,0
4.4,66.5418,0.0,18.2377,64.1462,17.5292,1.3466,-1,-1,-1,-1,0.0196,17.5258,0.3433,0.1267,0.6301,0.6301,5900.3923,1612.1764,0.0,0.0,3660.293,3331.0586,0.6283,0.0,0.0,0,0
4.45,67.4054,0.0,18.3938,64.9955,17.2719,1.3627,-1,-1,-1,-1,0.0263,17.2659,0.4547,0.3223,0.5994,0.5994,5896.5038,-1724.388,0.0,0.0,3657.8808,3325.4095,0.6283,0.0,0.0,0,0
4.5,68.2564,0.0,18.524,65.8365,17.0204,1.3853,-1,-1,-1,-1,0.0319,17.0117,0.5433,0.4522,0.5779,0.5779,5892.7055,258.9093,0.0,0.0,3655.5245,3319.8915,0.6283,0.0,0.0,0,0
4.55,69.1089,0.0,18.6281,66.6827,17.0505,1.4125,-1,-1,-1,-1,0.0359,17.0395,0.6113,0.5429,0.5621,0.5621,5889.0448,1437.1442,0.0,3791.0,3653.2536,3314.5735,0.6283,1.0,0.0,0,0
4.6,69.9631,0.0,18.7047,67.5334,17.0839,1.4431,-1,-1,-1,-1,0.038,17.0716,0.6484,0.6124,0.5514,0.5514,5889.48,2079.0454,0.0,3791.0,3653.5236,3315.2058,0.6283,1.0,0.0,0,0
4.65,70.8191,0.0,18.7523,68.3881,17.1198,1.4762,-1,-1,-1,-1,0.0389,17.1069,0.6662,0.6633,0.5442,0.5442,5889.9641,2640.2743,0.0,3791.0,3653.8239,3315.909,0.6283,1.0,0.0,0,0
4.7,71.677,0.0,18.7698,69.2458,17.1574,1.5112,-1,-1,-1,-1,0.0391,17.1443,0.6708,0.6999,0.5395,0.5395,5890.4857,3071.1749,0.0,3791.0,3654.1475,3316.6668,0.6283,1.0,0.0,0,0
4.75,72.5368,0.0,18.7565,70.1055,17.196,1.5475,-1,-1,-1,-1,0.0388,17.1831,0.6669,0.7257,0.5367,0.5367,5891.0329,3400.4549,0.0,3791.0,3654.4869,3317.4616,0.6283,1.0,0.0,0,0
4.8,73.4106,0.0,18.7639,70.9793,17.4757,1.5692,-1,-1,-1,-1,-0.0069,17.4753,-0.1201,0.4337,-0.0932,-0.0932,-5891.5956,3650.8034,0.0,3791.0,3654.836,3318.2791,0.0,1.0,0.0,0,0
4.85,74.2908,0.0,18.7844,71.8593,17.6054,1.5756,-1,-1,-1,-1,-0.0281,17.5984,-0.4953,0.1279,-0.0252,-0.0252,-4891.6741,4942.5748,0.0,1844.6853,3657.3886,3324.2569,0.0,1.0,0.0,0,0
4.9,75.1785,0.0,18.7741,72.7469,17.7533,1.5801,-1,-1,-1,-1,0.0023,17.7532,0.0411,0.0904,0.0187,0.0187,4133.7335,4757.9468,0.0,2289.281,3658.5855,3327.0599,0.0,1.0,0.0,0,0
4.95,76.0796,0.0,18.773,73.6479,18.0213,1.5795,-1,-1,-1,-1,-0.0075,18.0208,-0.1347,-0.0134,-0.0089,-0.0089,-2367.5083,1057.5657,0.0,3791.0,3659.962,3330.2834,0.0,1.0,0.0,0,0
5.0,76.994,0.0,18.7578,74.5623,18.2886,1.58,-1,-1,-1,-1,0.0074,18.2881,0.1359,0.01,0.0084,0.0084,2264.316,1277.7036,0.0,3791.0,3662.4865,3336.1954,0.0,1.0,0.0,0,0
5.05,77.9218,0.0,18.7563,75.49,18.5555,1.5795,-1,-1,-1,-1,-0.007,18.555,-0.1302,-0.01,-0.0081,-0.0081,-2197.0913,-1323.0896,0.0,3791.0,3665.0408,3342.1772,0.0,1.0,0.0,0,0
5.1,78.8629,0.0,18.7415,76.431,18.8221,1.5799,-1,-1,-1,-1,0.0066,18.8217,0.1234,0.0095,0.0077,0.0077,2097.4888,1250.2006,0.0,3791.0,3667.6292,3348.2389,0.0,1.0,0.0,0,0
5.15,79.8173,0.0,18.739,77.3854,19.0884,1.5795,-1,-1,-1,-1,-0.0061,19.0881,-0.1158,-0.0091,-0.0072,-0.0072,-1980.5504,-1174.1648,0.0,3791.0,3670.2523,3354.3816,0.0,1.0,0.0,0,0
5.2,80.7586,0.0,18.7103,78.3263,18.8261,1.5842,-1,-1,-1,-1,0.0171,18.8234,0.3221,0.0939,0.635,0.635,5920.7304,1091.3039,0.0,0.0,3672.9097,3360.6048,0.6283,0.0,0.0,0,0
5.25,81.6869,0.0,18.6619,79.2533,18.566,1.5989,-1,-1,-1,-1,0.0241,18.5606,0.4471,0.2946,0.6048,0.6048,5916.5109,-1864.5822,0.0,0.0,3670.2921,3354.4749,0.6283,0.0,0.0,0,0
5.3,82.6024,0.0,18.5905,80.1661,18.3106,1.6208,-1,-1,-1,-1,0.028,18.3034,0.5121,0.4384,0.5837,0.5837,5912.3837,-146.7335,0.0,0.0,3667.7318,3348.4791,0.6283,0.0,0.0,0,0
5.35,83.5054,0.0,18.4934,81.0638,18.0601,1.6473,-1,-1,-1,-1,0.0313,18.0513,0.5658,0.529,0.5694,0.5694,5908.3868,1452.0544,0.0,0.0,3665.2524,3342.6726,0.6283,0.0,0.0,0,0
5.4,84.3961,0.0,18.3693,81.9458,17.8133,1.677,-1,-1,-1,-1,0.0336,17.8033,0.5976,0.5949,0.5592,0.5592,5904.5221,2200.0463,0.0,0.0,3662.8549,3337.0581,0.6283,0.0,0.0,0,0
5.45,85.2867,0.0,18.2682,82.8307,17.8125,1.6936,-1,-1,-1,-1,-0.0091,17.8118,-0.1619,0.3324,-0.0766,-0.0766,-5900.7655,2750.0758,0.0,0.0,3660.5245,3331.6008,0.0,0.0,0.0,0,0
